iter	Passed	Remaining
461	774	901
462	776	900
463	778	899
464	779	897
465	781	895
466	782	892
467	783	890
468	784	888
469	786	886
470	790	887
471	791	885
472	793	883
473	794	881
474	795	878
475	796	876
476	797	873
477	798	871
478	799	869
479	800	867
480	802	865
481	803	863
482	804	860
483	805	858
484	806	856
485	807	854
486	810	853
487	811	851
488	812	849
489	814	847
490	815	845
491	817	843
492	818	841
493	819	839
494	821	838
495	822	835
496	825	835
497	826	833
498	827	830
499	828	828
500	829	825
501	830	823
502	831	821
503	832	818
504	833	816
505	833	814
506	834	811
507	835	809
508	836	807
509	839	806
510	840	804
511	842	802
512	843	800
513	845	799
514	846	797
515	847	795
516	848	792
517	849	790
518	850	788
519	851	786
520	852	783
521	853	781
522	853	778
523	854	776
524	855	774
525	856	771
526	857	769
527	858	767
528	859	765
529	860	763
530	861	760
531	862	758
532	863	756
533	864	754
534	865	751
535	865	749
536	866	747
537	867	744
538	868	742
539	869	740
540	870	738
541	871	736
542	872	734
543	874	732
544	876	731
545	877	729
546	877	727
547	878	724
548	879	722
549	880	720
550	881	718
551	882	716
552	883	714
553	884	712
554	885	709
555	886	707
556	887	705
557	888	703
558	889	701
559	890	699
560	891	697
561	893	696
562	894	694
563	898	694
564	899	692
565	902	692
566	904	690
567	905	688
568	906	686
569	907	684
570	908	682
571	909	680
572	910	678
573	911	676
574	912	674
575	913	672
576	913	669
577	914	667
578	915	665
579	916	663
580	918	662
581	919	660
582	920	658
583	921	656
584	925	656
585	926	654
586	934	657
587	936	655
588	937	653
589	938	651
590	938	649
591	939	647
592	940	645
593	941	643
594	942	641
595	943	639
596	944	637
597	945	635
598	946	633
599	947	631
600	948	629
601	948	627
602	949	625
603	950	623
604	951	621
605	952	619
606	953	617
607	954	615
608	954	613
609	955	611
610	956	608
611	957	607
612	958	605
613	960	603
614	962	602
615	965	602
616	966	600
617	968	598
618	969	596
619	970	594
620	971	592
621	971	590
622	972	588
623	973	586
624	974	584
625	976	583
626	976	581
627	977	579
628	978	577
629	979	575
630	980	573
631	981	571
632	982	569
633	982	567
634	983	565
635	985	563
636	986	562
637	987	560
638	988	558
639	990	557
640	991	555
641	992	553
642	993	551
643	994	549
644	996	548
645	996	546
646	998	544
647	998	542
648	999	540
649	1001	539
650	1003	537
651	1004	536
652	1005	534
653	1007	532
654	1010	532
655	1013	531
656	1014	529
657	1016	528
658	1021	528
659	1022	526
660	1023	524
661	1024	523
662	1025	521
663	1027	520
664	1028	518
665	1030	516
666	1031	514
667	1032	513
668	1033	511
669	1034	509
670	1036	508
671	1037	506
672	1038	504
673	1039	502
674	1041	501
675	1043	499
676	1044	498
677	1045	496
678	1046	494
679	1048	493
680	1049	491
681	1050	489
682	1051	487
683	1053	486
684	1054	485
685	1057	483
686	1059	482
687	1061	481
688	1062	479
689	1064	478
690	1073	479
691	1074	478
692	1075	476
693	1077	475
694	1078	473
695	1080	471
696	1081	470
697	1082	468
698	1083	466
699	1084	464
700	1086	463
701	1087	461
702	1088	459
703	1088	457
704	1089	456
705	1090	454
706	1091	452
707	1092	450
708	1093	448
709	1093	446
710	1094	444
711	1095	443
712	1096	441
713	1097	439
714	1100	438
715	1101	437
716	1103	435
717	1107	434
718	1109	433
719	1110	431
720	1111	430
721	1112	428
722	1113	426
723	1114	424
724	1116	423
725	1116	421
726	1117	419
727	1118	418
728	1119	416
729	1121	414
730	1122	413
731	1123	411
732	1124	409
733	1125	407
734	1126	406
735	1127	404
736	1128	402
737	1129	400
738	1130	399
739	1131	397
740	1132	395
741	1133	394
742	1134	392
743	1134	390
744	1135	388
745	1136	387
746	1137	385
747	1138	383
748	1139	381
749	1139	379
750	1140	378
751	1141	376
752	1142	374
753	1143	373
754	1144	371
755	1146	369
756	1147	368
757	1148	366
758	1150	365
759	1152	363
760	1153	362
761	1155	360
762	1156	359
763	1158	357
764	1158	356
765	1160	354
766	1160	352
767	1161	350
768	1162	349
769	1163	347
770	1164	345
771	1164	344
772	1165	342
773	1166	340
774	1167	338
775	1168	337
776	1169	335
777	1170	333
778	1170	332
779	1171	330
780	1172	328
781	1173	327
782	1174	325
783	1175	323
784	1176	322
785	1176	320
786	1177	318
787	1178	317
788	1179	315
789	1180	313
790	1181	312
791	1198	314
792	1199	313
793	1200	311
794	1201	309
795	1202	308
796	1203	306
797	1204	304
798	1207	303
799	1209	302
800	1212	301
801	1213	299
802	1214	297
803	1214	296
804	1215	294
805	1216	292
806	1217	291
807	1218	289
808	1219	287
809	1220	286
810	1222	284
811	1222	283
812	1223	281
813	1224	279
814	1225	278
815	1226	276
816	1227	274
817	1228	273
818	1229	271
819	1229	269
820	1230	268
821	1232	266
822	1232	265
823	1234	263
824	1235	261
825	1236	260
826	1237	258
827	1238	257
828	1240	255
829	1242	254
830	1243	252
831	1245	251
832	1246	249
833	1247	248
834	1248	246
835	1250	245
836	1252	243
837	1254	242
838	1255	240
839	1256	239
840	1257	237
841	1259	236
842	1260	234
843	1261	233
844	1262	231
845	1262	229
846	1263	228
847	1264	226
848	1266	225
849	1268	223
850	1269	222
851	1271	220
852	1273	219
853	1274	217
854	1275	216
855	1277	214
856	1277	213
857	1279	211
858	1280	210
859	1282	208
860	1284	207
861	1288	206
862	1289	204
863	1290	203
864	1292	201
865	1293	200
866	1294	198
867	1298	197
868	1301	196
869	1303	194
870	1305	193
871	1306	191
872	1308	190
873	1308	188
874	1309	187
875	1310	185
876	1312	184
877	1312	182
878	1313	180
879	1314	179
880	1315	177
881	1316	176
882	1317	174
883	1318	173
884	1319	171
885	1320	169
886	1321	168
887	1322	166
888	1323	165
889	1325	163
890	1326	162
891	1328	160
892	1329	159
893	1330	157
894	1332	156
895	1333	154
896	1335	153
897	1336	151
898	1339	150
899	1340	148
900	1342	147
901	1343	145
902	1344	144
903	1345	142
904	1346	141
905	1346	139
906	1347	138
907	1348	136
908	1349	135
909	1351	133
910	1352	132
911	1354	130
912	1355	129
913	1356	127
914	1357	126
915	1358	124
916	1359	123
917	1360	121
918	1360	119
919	1361	118
920	1362	116
921	1363	115
922	1364	113
923	1365	112
924	1367	110
925	1368	109
926	1369	107
927	1371	106
928	1373	104
929	1375	103
930	1376	102
931	1379	100
932	1380	99
933	1382	97
934	1385	96
935	1386	94
936	1387	93
937	1388	91
938	1389	90
939	1390	88
940	1391	87
941	1392	85
942	1393	84
943	1394	82
944	1395	81
945	1395	79
946	1396	78
947	1397	76
948	1398	75
949	1399	73
950	1400	72
951	1401	70
952	1402	69
953	1403	67
954	1403	66
955	1404	64
956	1406	63
957	1407	61
958	1408	60
959	1409	58
960	1410	57
961	1411	55
962	1412	54
963	1413	52
964	1414	51
965	1415	49
966	1416	48
967	1416	46
968	1417	45
969	1418	43
970	1419	42
971	1420	40
972	1421	39
973	1422	37
974	1424	36
975	1426	35
976	1428	33
977	1429	32
978	1430	30
979	1431	29
980	1432	27
981	1433	26
982	1434	24
983	1436	23
984	1437	21
985	1438	20
986	1439	18
987	1440	17
988	1441	16
989	1442	14
990	1443	13
991	1444	11
992	1445	10
993	1446	8
994	1447	7
995	1448	5
996	1449	4
997	1449	2
998	1450	1
999	1451	0
